ID,Category,Level,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Tags
Q0824,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر آج بدھ ہے تو 7 دن بعد کون سا دن ہوگا؟,منگل,جمعہ,بدھ,جمعرات,C,بدھ سے 7 دن آگے شمار کرنے پر دن بدھ بنتا ہے۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0825,🤯 دماغ کا امتحان,E,اگر آج ہفتہ ہے تو 20 دن بعد کون سا دن ہوگا؟,اتوار,جمعرات,ہفتہ,جمعہ,D,ہفتہ سے 20 دن آگے شمار کرنے پر دن جمعہ بنتا ہے۔,"دماغ کا امتحان, آسان"
Q0826,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو دیتے وقت خرچ نہیں ہوتا بلکہ بڑھتا ہے؟,کھانا,پیسہ,پانی,دعا,D,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: دعا۔,"دلچسپ پہیلیاں, آسان"
Q0827,🤯 دماغ کا امتحان,E,مثلث کے اندرونی زاویوں کا مجموعہ کتنا ہوتا ہے؟,180°,90°,270°,360°,A,درست جواب ہے: 180°۔,"دماغ کا امتحان, آسان"
Q0828,😈 ٹرک سوالات,E,اگر 2+3=10 اور 3+4=21 تو 4+5=?,26,36,54,45,B,پیٹرن: (2+3)×2=10، (3+4)×3=21، (4+5)×4=36۔,"ٹرک سوالات, آسان"
Q0829,😈 ٹرک سوالات,E,ایک آدمی 5 دن سے سو نہیں رہا پھر بھی تھکا نہیں۔ کیسے,وہ بیمار ہے,وہ دن میں سوتا ہے,وہ مر چکا ہے,وہ رات کو سوتا ہے,D,وہ رات کو سوتا ہے۔,"ٹرک سوالات, آسان"
Q0830,🎭 الفاظ کا جادو,E,حیات کا مترادف کیا ہے؟,نیند,موت,صحت,زندگی,D,درست جواب ہے: زندگی۔,"الفاظ کا جادو, آسان"
Q0831,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو خود روشنی نہیں دیتا مگر روشن نظر آتا ہے؟,سورج,دیا,چاند,بلب,C,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: چاند۔,"دلچسپ پہیلیاں, آسان"
Q0832,👑 صرف ذہین لوگوں کے لیے,E,ایکسرے کس نے دریافت کیے؟,ولہیم رونٹجن,ایڈیسن,نیوٹن,آئن سٹائن,A,درست جواب ہے: ولہیم رونٹجن۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0833,🤯 دماغ کا امتحان,E,3، 7، 11، 15 کے بعد اگلا عدد کیا ہوگا؟,20,19,18,23,B,ہر بار 4 کا اضافہ ہو رہا ہے، لہٰذا اگلا عدد 15+4 = 19 ہوگا۔,"دماغ کا امتحان, آسان"
Q0834,🧩 دلچسپ پہیلیاں,E,وہ کون سی چیز ہے جو پانی میں ڈالنے سے بھیگی نہیں,پانی,سایہ,کاغذ,مچھلی,B,سایہ پانی میں ڈالنے سے نہیں بھیگتا۔,"دلچسپ پہیلیاں, آسان"
Q0835,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,ایک شخص کے 4 بیٹے اور 4 بیٹیاں ہیں، کل اولاد کتنی ہے؟,5,8,9,4,B,4 بیٹے اور 4 بیٹیاں ملا کر 8 بچے ہیں۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0836,📖 اردو محاورے,E,"اردو لفظ ""تذکرہ"" کا مطلب؟",کہانی,ذکر یا یاد,کتاب,تاریخ,B,درست جواب ہے: ذکر یا یاد۔,"اردو محاورے, آسان"
Q0837,👑 صرف ذہین لوگوں کے لیے,E,پاکستان کا پہلا صدر کون تھا,لیاقت علی خان,ایوب خان,اسکندر مرزا,قائد اعظم,C,اسکندر مرزا پاکستان کے پہلے صدر تھے۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0838,🤯 دماغ کا امتحان,E,3 سوئچ اور 3 بلب ہیں۔ صرف 1 بار کمرے میں جا سکتے ہو۔ کیسے پتہ کرو گے؟,ایک آن کر کے بند کرو دوسرا آن کرو پھر چیک کرو,بلب توڑ دو,اندازہ لگاؤ,تینوں آن کر دو,A,درست جواب ہے: ایک آن کر کے بند کرو دوسرا آن کرو پھر چیک کرو۔,"دماغ کا امتحان, آسان"
Q0839,👑 صرف ذہین لوگوں کے لیے,E,اردو زبان کا رسم الخط کون سا ہے,عربی فارسی,رومن,دیوناگری,گرمکھی,A,اردو عام طور پر عربی فارسی رسم الخط میں لکھی جاتی ہے۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0840,🎭 الفاظ کا جادو,E,"""نیکی"" کا متضاد کیا ہے؟",بدی,عاجزی,بےوفائی,ہمدردی,A,"""نیکی"" کا متضاد ""بدی"" ہے۔","الفاظ کا جادو, آسان"
Q0841,🤯 دماغ کا امتحان,E,اگر آج منگل ہے تو 19 دن بعد کون سا دن ہوگا؟,ہفتہ,اتوار,منگل,پیر,B,منگل سے 19 دن آگے شمار کرنے پر دن اتوار بنتا ہے۔,"دماغ کا امتحان, آسان"
Q0842,😈 ٹرک سوالات,E,17 بھیڑیں تھیں۔ 9 کے علاوہ سب مر گئیں۔ کتنی بچیں؟,9,8,17,0,A,درست جواب ہے: 9۔,"ٹرک سوالات, آسان"
Q0843,😈 ٹرک سوالات,E,ایک ٹوکری میں 25 پھل تھے، بچوں نے 17 کھا لیے، ٹوکری میں کتنے پھل بچے؟ (سیٹ 25),7,8,9,17,B,25-17=8 پھل بچے۔,"ٹرک سوالات, آسان"
Q0844,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,ایک دکان پر 4 قلم 200 روپے کے ہیں۔ ایک قلم کی قیمت کتنی ہوگی؟,40 روپے,55 روپے,45 روپے,50 روپے,D,200 ÷ 4 = 50 روپے۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0845,⏳ 5 سیکنڈ چیلنج,E,علامہ اقبال کی مشہور کتاب کیا ہے؟,بال جبریل,بانگ درا,اسرار خودی,سب,D,درست جواب ہے: سب۔,"5 سیکنڈ چیلنج, آسان"
Q0846,😈 ٹرک سوالات,E,ایک ٹوکری میں 23 پھل تھے، بچوں نے 1 کھا لیے، ٹوکری میں کتنے پھل بچے؟ (سیٹ 6),1,21,23,22,D,23-1=22 پھل بچے۔,"ٹرک سوالات, آسان"
Q0847,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو ٹوٹنے پر بھی کام کرتا رہتا ہے؟,شیشہ,دن (طلوع و غروب),گھڑی,کھلونا,B,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: دن (طلوع و غروب)۔,"دلچسپ پہیلیاں, آسان"
Q0848,😈 ٹرک سوالات,E,ایک ٹوکری میں 21 پھل تھے، بچوں نے 16 کھا لیے، ٹوکری میں کتنے پھل بچے؟ (سیٹ 22),5,16,4,6,A,21-16=5 پھل بچے۔,"ٹرک سوالات, آسان"
Q0849,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو ہمیشہ آتا ہے مگر کبھی پہنچتا نہیں؟,رات,آج,کل,صبح,C,کل کبھی نہیں آتا,"دلچسپ پہیلیاں, آسان"
Q0850,😈 ٹرک سوالات,E,ایک شخص کے پاس 3 سیب ہیں اس نے 2 اٹھا لیے اس کے پاس کتنے سیب ہیں,2,5,3,1,C,اس کے پاس کل 3 سیب ہیں جن میں سے 2 اٹھائے ہیں۔,"ٹرک سوالات, آسان"
Q0851,📖 اردو محاورے,E,ہاتھ ملانا کا مطلب کیا ہے؟,معاہدہ,دوستی,لڑائی,جھگڑا,A,ہاتھ ملانا اکثر معاہدہ یا اتفاق کی علامت ہوتا ہے۔,"اردو محاورے, آسان"
Q0852,🎭 الفاظ کا جادو,E,"""وفا"" کا متضاد کیا ہے؟",سادہ,بےوفائی,ہمدردی,بدی,B,"""وفا"" کا متضاد ""بےوفائی"" ہے۔","الفاظ کا جادو, آسان"
Q0853,🤯 دماغ کا امتحان,E,اگر آج جمعہ ہے تو 12 دن بعد کون سا دن ہوگا؟,بدھ,جمعرات,جمعہ,منگل,A,جمعہ سے 12 دن آگے شمار کرنے پر دن بدھ بنتا ہے۔,"دماغ کا امتحان, آسان"
Q0854,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر ایک قلم کی قیمت 18 روپے ہے تو 5 قلموں کی قیمت کتنی ہوگی؟,100 روپے,95 روپے,80 روپے,90 روپے,D,18 × 5 = 90 روپے۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0855,🎭 الفاظ کا جادو,E,نرم کا متضاد کیا ہے؟,سخت,صاف,باریک,ہلکا,A,نرم کا متضاد سخت ہے۔,"الفاظ کا جادو, آسان"
Q0856,⏳ 5 سیکنڈ چیلنج,E,قرآن مجید کس زبان میں نازل ہوا؟,عربی,عبرانی,فارسی,اردو,A,درست جواب ہے: عربی۔,"5 سیکنڈ چیلنج, آسان"
Q0857,⏳ 5 سیکنڈ چیلنج,E,دنیا کی سب سے بلند عمارت کون سی ہے؟,پیٹرو ناس ٹاور,ایمپائر اسٹیٹ بلڈنگ,ایفل ٹاور,برج خلیفہ,D,برج خلیفہ دنیا کی بلند ترین عمارت ہے۔,"5 سیکنڈ چیلنج, آسان"
Q0858,🤯 دماغ کا امتحان,E,اگر ایک درجن میں 12 چیزیں ہوں تو دو درجن میں کتنی ہوں گی؟,20,22,24,26,C,دو درجن 24 کے برابر ہوتے ہیں۔,"دماغ کا امتحان, آسان"
Q0859,🎭 الفاظ کا جادو,E,"""خوش"" کا متضاد کیا ہے؟",جواب,مردہ,ناراض,تری,C,"""خوش"" کا متضاد ""ناراض"" ہے۔","الفاظ کا جادو, آسان"
Q0860,👑 صرف ذہین لوگوں کے لیے,E,پاکستان کے قومی شاعر کون ہیں,علامہ اقبال,غالب,میر تقی میر,فیض احمد فیض,A,علامہ اقبال کو پاکستان کا قومی شاعر کہا جاتا ہے۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0861,🧩 دلچسپ پہیلیاں,E,وہ کون سی چیز ہے جسے پانی بھی نہیں بجھا سکتا؟,آگ,سگریٹ,چراغ,علم کی پیاس,D,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: علم کی پیاس۔,"دلچسپ پہیلیاں, آسان"
Q0862,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو بغیر منہ کے کھاتا ہے؟,وقت,سایہ,گھڑی,آگ,D,درست جواب ہے: آگ۔,"دلچسپ پہیلیاں, آسان"
Q0863,📖 اردو محاورے,E,جھوٹے کا گواہ کوئی نہیں,عدالت,گواہ ڈھونڈنا,جھوٹے کی کوئی نہیں سنتا,سچ,C,جھوٹ بولنے والے کا کوئی ساتھ نہیں دیتا۔,"اردو محاورے, آسان"
Q0864,⏳ 5 سیکنڈ چیلنج,E,انسان کے دل میں کتنے خانے ہوتے ہیں؟,2,3,5,4,D,درست جواب ہے: 4۔,"5 سیکنڈ چیلنج, آسان"
Q0865,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر ایک درجن میں 12 چیزیں ہوتی ہیں تو آدھے درجن میں کتنی ہوں گی؟,4,8,6,5,C,آدھا درجن 6 کے برابر ہوتا ہے۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0866,👑 صرف ذہین لوگوں کے لیے,E,بلیک ہول کیا ہوتا ہے؟,سیارہ,ایسا خلائی مقام جہاں کشش ثقل اتنی زیادہ ہو کہ روشنی بھی نہ نکل سکے,روشن ستارہ,دم دار ستارہ,B,درست جواب ہے: ایسا خلائی مقام جہاں کشش ثقل اتنی زیادہ ہو کہ روشنی بھی نہ نکل سکے۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0867,🎭 الفاظ کا جادو,E,عقلمند کا متضاد کیا ہے؟,جاہل,دانا,ہوشیار,سمجھدار,A,عقلمند کا مخالف جاہل ہے,"الفاظ کا جادو, آسان"
Q0868,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جس کی قیمت اسے کھونے کے بعد پتا چلتی ہے؟,صحت/وقت,سونا,کپڑا,کھلونا,A,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: صحت/وقت۔,"دلچسپ پہیلیاں, آسان"
Q0869,🎭 الفاظ کا جادو,E,"""صحت"" کا متضاد کیا ہے؟",گیلا,ذلت,بیماری,موت,C,"""صحت"" کا متضاد ""بیماری"" ہے۔","الفاظ کا جادو, آسان"
Q0870,🤯 دماغ کا امتحان,E,مثلث کے تینوں زاویے 60 ڈگری ہوں تو کیا کہلاتا ہے؟,مساوی الاضلاع,منفرج,حاد,متکافل,A,درست جواب ہے: مساوی الاضلاع۔,"دماغ کا امتحان, آسان"
Q0871,🤯 دماغ کا امتحان,E,اگر ایک مربع کی ہر ضلع 7 سینٹی میٹر ہو تو اس کا محیط کتنا ہوگا؟,28,21,49,35,A,محیط = 4 × ضلع = 28 سینٹی میٹر۔,"دماغ کا امتحان, آسان"
Q0872,🧩 دلچسپ پہیلیاں,E,وہ کون سی چیز ہے جو بغیر آگ کے جلتی محسوس ہوتی ہے؟,برف,پانی,مرچ کی تیزی,لکڑی,C,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: مرچ کی تیزی۔,"دلچسپ پہیلیاں, آسان"
Q0873,⏳ 5 سیکنڈ چیلنج,E,دریائے سندھ کہاں سے نکلتا ہے,پنجاب,بلوچستان,تبت,ایران,C,درست جواب ہے: تبت۔,"5 سیکنڈ چیلنج, آسان"
Q0874,⏳ 5 سیکنڈ چیلنج,E,تجربہ,A,پتھر,کھلونا,کاغذ,A,درست جواب ہے: A۔,"5 سیکنڈ چیلنج, آسان"
Q0875,👑 صرف ذہین لوگوں کے لیے,E,پاکستان کا قومی کھیل کون سا ہے؟,کبڈی,کرکٹ,ہاکی,فٹبال,C,درست جواب ہے: ہاکی۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0876,👑 صرف ذہین لوگوں کے لیے,E,ہجرت نبویؐ کس سن میں ہوئی؟,610 عیسوی,632 عیسوی,622 عیسوی,570 عیسوی,C,درست جواب ہے: 622 عیسوی۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0877,⏳ 5 سیکنڈ چیلنج,E,دنیا کا سب سے چھوٹا ملک کون سا ہے؟,موناکو,سنگاپور,وٹیکن سٹی,مالدیپ,C,وٹیکن سٹی رقبے کے لحاظ سے سب سے چھوٹا ملک ہے,"5 سیکنڈ چیلنج, آسان"
Q0878,📖 اردو محاورے,E,منہ پھیر لینا کا مطلب کیا ہے؟,بات کرنا,مسکرانا,دوڑنا,نظر انداز کرنا,D,اس کا مطلب توجہ نہ دینا یا تعلق ختم کرنا ہے۔,"اردو محاورے, آسان"
Q0879,⏳ 5 سیکنڈ چیلنج,E,تحریک پاکستان کے رہنما کون تھے؟,سب,سر سید,علامہ اقبال,قائد اعظم,A,درست جواب ہے: سب۔,"5 سیکنڈ چیلنج, آسان"
Q0880,📖 اردو محاورے,E,آسمان سر پر اٹھانا,آسمان دیکھنا,بہت شور مچانا,خوش ہونا,اونچا گھر بنانا,B,اس محاورے سے مراد بہت شور شرابا کرنا ہے۔,"اردو محاورے, آسان"
Q0881,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر ایک مربع کے ہر ضلع کی لمبائی 9 سینٹی میٹر ہو تو اس کا محیط کتنا ہوگا؟,27,36,45,81,B,محیط = 4 × 9 = 36 سینٹی میٹر۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0882,⏳ 5 سیکنڈ چیلنج,E,تحریک خلافت کب شروع ہوئی؟,1947,1920,1919,1857,C,درست جواب ہے: 1919۔,"5 سیکنڈ چیلنج, آسان"
Q0883,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو باہر سے مضبوط اور اندر سے نازک ہو؟,پتھر,درخت,لوہا,دل والا انسان,D,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: دل والا انسان۔,"دلچسپ پہیلیاں, آسان"
Q0884,👑 صرف ذہین لوگوں کے لیے,E,سلطنت مغلیہ کا بانی کون تھا؟,اکبر,اورنگزیب,شاہجہان,بابر,D,درست جواب ہے: بابر ✓۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0885,🎭 الفاظ کا جادو,E,"""امن"" کا متضاد کیا ہے؟",ناراض,آخری,جنگ,بعید,C,"""امن"" کا متضاد ""جنگ"" ہے۔","الفاظ کا جادو, آسان"
Q0886,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,3، 8، 13، 18 کے بعد اگلا عدد کیا ہوگا؟,23,28,24,22,A,ہر بار 5 کا اضافہ ہو رہا ہے، لہٰذا اگلا عدد 18+5 = 23 ہوگا۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0887,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,انسانی جسم میں سرخ خون کے خلیات (RBCs) کی اوسط عمر کتنی ہوتی ہے؟,60 دن,365 دن,120 دن,30 دن,C,درست جواب ہے: 120 دن۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0888,🎭 الفاظ کا جادو,E,"""ہوا"" کا مترادف کیا ہے؟",ضیف,نسیم,خامہ,گل,B,"""ہوا"" کا مترادف ""نسیم"" ہے۔","الفاظ کا جادو, آسان"
Q0889,⏳ 5 سیکنڈ چیلنج,E,اردو کا پہلا ناول کون سا ہے؟,فسانہ آزاد,ابن الوقت,توبۃ النصوح,مراۃ العروس,D,درست جواب ہے: مراۃ العروس۔,"5 سیکنڈ چیلنج, آسان"
Q0890,📖 اردو محاورے,E,مونچھوں پر تاؤ دینا,شیو کرنا,تیل لگانا,مونچھیں رکھنا,گھمنڈ کرنا,D,اپنی طاقت یا کامیابی پر غرور کرنا۔,"اردو محاورے, آسان"
Q0891,🤯 دماغ کا امتحان,E,اگر آج ہفتہ ہے تو 17 دن بعد کون سا دن ہوگا؟,بدھ,پیر,منگل,جمعرات,C,ہفتہ سے 17 دن آگے شمار کرنے پر دن منگل بنتا ہے۔,"دماغ کا امتحان, آسان"
Q0892,👑 صرف ذہین لوگوں کے لیے,E,اردو کے پہلے ناول کا نام کیا ہے,آگ کا دریا,امراؤ جان ادا,مرآت العروس,فسانہ آزاد,C,مرآت العروس کو اردو کا پہلا ناول مانا جاتا ہے۔,"صرف ذہین لوگوں کے لیے, آسان"
